Combination,Binding_Entity,Antigen,Seed,Approx_DeltaG_kcal_per_mol,Prodigy_DeltaG_kcal_per_mol,Contacts,Model_Path,Antibody_Type,Is_Scaled
nbgfp_6xzf_lys,nbgfp_6xzf,lys,6,-32.7,-8.7,327,results\model_directory\fold_nbgfp_6xzf_lys_seed_6_model_3.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,6,-16.1,-8.3,161,results\model_directory\fold_nbgfp_6xzf_lys_seed_6_model_4.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,7,-34.6,-9.3,346,results\model_directory\fold_nbgfp_6xzf_lys_seed_7_model_0.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,7,-31.400000000000002,-10.8,314,results\model_directory\fold_nbgfp_6xzf_lys_seed_7_model_1.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,7,-33.1,-9.7,331,results\model_directory\fold_nbgfp_6xzf_lys_seed_7_model_2.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,7,-25.8,-8.6,258,results\model_directory\fold_nbgfp_6xzf_lys_seed_7_model_3.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,7,-33.9,-9.1,339,results\model_directory\fold_nbgfp_6xzf_lys_seed_7_model_4.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,8,-25.1,-9.7,251,results\model_directory\fold_nbgfp_6xzf_lys_seed_8_model_0.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,8,-33.0,-9.7,330,results\model_directory\fold_nbgfp_6xzf_lys_seed_8_model_1.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,8,-30.8,-10.9,308,results\model_directory\fold_nbgfp_6xzf_lys_seed_8_model_2.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,8,-30.6,-10.6,306,results\model_directory\fold_nbgfp_6xzf_lys_seed_8_model_3.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,8,-36.4,-11.3,364,results\model_directory\fold_nbgfp_6xzf_lys_seed_8_model_4.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,9,-34.5,-11.0,345,results\model_directory\fold_nbgfp_6xzf_lys_seed_9_model_0.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,9,-34.800000000000004,-9.5,348,results\model_directory\fold_nbgfp_6xzf_lys_seed_9_model_1.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,9,-30.3,-9.0,303,results\model_directory\fold_nbgfp_6xzf_lys_seed_9_model_2.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,9,-26.700000000000003,-8.0,267,results\model_directory\fold_nbgfp_6xzf_lys_seed_9_model_3.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,9,-36.0,-9.2,360,results\model_directory\fold_nbgfp_6xzf_lys_seed_9_model_4.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,1,-57.5,-12.9,575,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_1_model_0.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,1,-42.400000000000006,-12.0,424,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_1_model_1.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,1,-46.1,-11.5,461,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_1_model_2.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,1,-36.0,-9.4,360,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_1_model_3.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,1,-27.700000000000003,-8.2,277,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_1_model_4.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,10,-32.0,-9.9,320,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_10_model_0.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,10,-40.5,-10.3,405,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_10_model_1.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,10,-41.0,-11.6,410,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_10_model_2.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,10,-41.7,-12.4,417,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_10_model_3.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,10,-46.6,-12.6,466,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_10_model_4.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,2,-42.400000000000006,-10.6,424,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_2_model_0.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,2,-37.2,-11.4,372,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_2_model_1.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,2,-41.1,-11.2,411,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_2_model_2.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,2,-38.300000000000004,-11.5,383,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_2_model_3.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,2,-36.0,-10.8,360,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_2_model_4.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,3,-48.6,-12.1,486,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_3_model_0.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,3,-38.300000000000004,-11.7,383,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_3_model_1.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,3,-41.900000000000006,-11.8,419,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_3_model_2.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,3,-44.1,-12.0,441,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_3_model_3.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,3,-35.2,-10.9,352,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_3_model_4.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,4,-40.1,-11.9,401,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_4_model_0.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,4,-47.5,-12.3,475,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_4_model_1.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,4,-47.2,-10.7,472,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_4_model_2.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,4,-43.7,-9.9,437,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_4_model_3.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,4,-35.300000000000004,-9.6,353,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_4_model_4.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,5,-41.0,-11.3,410,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_5_model_0.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,5,-37.9,-11.1,379,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_5_model_1.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,5,-40.2,-9.4,402,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_5_model_2.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,5,-33.5,-9.6,335,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_5_model_3.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,5,-30.900000000000002,-7.8,309,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_5_model_4.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,6,-43.400000000000006,-12.7,434,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_6_model_0.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,6,-39.800000000000004,-11.0,398,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_6_model_1.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,6,-35.4,-11.1,354,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_6_model_2.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,6,-45.400000000000006,-12.2,454,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_6_model_3.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,6,-18.2,-7.5,182,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_6_model_4.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,7,-43.400000000000006,-11.4,434,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_7_model_0.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,7,-41.5,-11.4,415,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_7_model_1.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,7,-42.6,-10.2,426,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_7_model_2.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,7,-31.0,-9.5,310,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_7_model_3.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,7,-31.700000000000003,-10.0,317,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_7_model_4.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,8,-39.5,-11.5,395,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_8_model_0.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,8,-37.4,-11.6,374,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_8_model_1.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,8,-43.6,-11.7,436,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_8_model_2.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,8,-42.300000000000004,-11.4,423,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_8_model_3.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,8,-41.6,-11.2,416,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_8_model_4.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,9,-49.1,-11.5,491,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_9_model_0.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,9,-33.800000000000004,-9.1,338,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_9_model_1.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,9,-42.1,-10.3,421,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_9_model_2.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,9,-25.6,-8.2,256,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_9_model_3.cif,1,False
nbgfp_6xzf_mcherry,nbgfp_6xzf,mcherry,9,-51.900000000000006,-10.0,519,results\model_directory\fold_nbgfp_6xzf_mcherry_seed_9_model_4.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,1,-58.6,-14.3,586,results\model_directory\fold_nbgfp_6xzf_sars_seed_1_model_0.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,1,-48.6,-12.7,486,results\model_directory\fold_nbgfp_6xzf_sars_seed_1_model_1.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,1,-29.6,-10.6,296,results\model_directory\fold_nbgfp_6xzf_sars_seed_1_model_2.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,1,-58.5,-13.7,585,results\model_directory\fold_nbgfp_6xzf_sars_seed_1_model_3.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,1,-53.800000000000004,-10.8,538,results\model_directory\fold_nbgfp_6xzf_sars_seed_1_model_4.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,10,-48.800000000000004,-10.5,488,results\model_directory\fold_nbgfp_6xzf_sars_seed_10_model_0.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,10,-54.1,-14.6,541,results\model_directory\fold_nbgfp_6xzf_sars_seed_10_model_1.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,10,-36.0,-12.7,360,results\model_directory\fold_nbgfp_6xzf_sars_seed_10_model_2.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,10,-50.1,-14.1,501,results\model_directory\fold_nbgfp_6xzf_sars_seed_10_model_3.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,10,-49.0,-12.4,490,results\model_directory\fold_nbgfp_6xzf_sars_seed_10_model_4.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,2,-49.5,-14.4,495,results\model_directory\fold_nbgfp_6xzf_sars_seed_2_model_0.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,2,-34.5,-11.1,345,results\model_directory\fold_nbgfp_6xzf_sars_seed_2_model_1.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,2,-48.300000000000004,-13.9,483,results\model_directory\fold_nbgfp_6xzf_sars_seed_2_model_2.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,2,-30.700000000000003,-11.4,307,results\model_directory\fold_nbgfp_6xzf_sars_seed_2_model_3.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,2,-41.5,-12.7,415,results\model_directory\fold_nbgfp_6xzf_sars_seed_2_model_4.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,3,-32.6,-10.7,326,results\model_directory\fold_nbgfp_6xzf_sars_seed_3_model_0.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,3,-32.4,-10.9,324,results\model_directory\fold_nbgfp_6xzf_sars_seed_3_model_1.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,3,-43.6,-12.4,436,results\model_directory\fold_nbgfp_6xzf_sars_seed_3_model_2.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,3,-43.7,-12.5,437,results\model_directory\fold_nbgfp_6xzf_sars_seed_3_model_3.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,3,-49.800000000000004,-10.7,498,results\model_directory\fold_nbgfp_6xzf_sars_seed_3_model_4.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,4,-29.3,-11.3,293,results\model_directory\fold_nbgfp_6xzf_sars_seed_4_model_0.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,4,-40.5,-11.5,405,results\model_directory\fold_nbgfp_6xzf_sars_seed_4_model_1.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,4,-43.1,-12.8,431,results\model_directory\fold_nbgfp_6xzf_sars_seed_4_model_2.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,4,-33.800000000000004,-11.0,338,results\model_directory\fold_nbgfp_6xzf_sars_seed_4_model_3.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,4,-37.4,-12.0,374,results\model_directory\fold_nbgfp_6xzf_sars_seed_4_model_4.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,5,-36.5,-11.0,365,results\model_directory\fold_nbgfp_6xzf_sars_seed_5_model_0.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,5,-52.400000000000006,-13.8,524,results\model_directory\fold_nbgfp_6xzf_sars_seed_5_model_1.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,5,-30.900000000000002,-10.6,309,results\model_directory\fold_nbgfp_6xzf_sars_seed_5_model_2.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,5,-51.0,-11.4,510,results\model_directory\fold_nbgfp_6xzf_sars_seed_5_model_3.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,5,-40.2,-12.4,402,results\model_directory\fold_nbgfp_6xzf_sars_seed_5_model_4.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,6,-47.400000000000006,-13.1,474,results\model_directory\fold_nbgfp_6xzf_sars_seed_6_model_0.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,6,-49.300000000000004,-11.0,493,results\model_directory\fold_nbgfp_6xzf_sars_seed_6_model_1.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,6,-72.3,-11.9,723,results\model_directory\fold_nbgfp_6xzf_sars_seed_6_model_2.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,6,-56.1,-12.4,561,results\model_directory\fold_nbgfp_6xzf_sars_seed_6_model_3.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,6,-44.0,-12.8,440,results\model_directory\fold_nbgfp_6xzf_sars_seed_6_model_4.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,7,-50.1,-12.2,501,results\model_directory\fold_nbgfp_6xzf_sars_seed_7_model_0.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,7,-39.400000000000006,-10.6,394,results\model_directory\fold_nbgfp_6xzf_sars_seed_7_model_1.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,7,-56.5,-11.1,565,results\model_directory\fold_nbgfp_6xzf_sars_seed_7_model_2.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,7,-43.900000000000006,-11.4,439,results\model_directory\fold_nbgfp_6xzf_sars_seed_7_model_3.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,7,-34.9,-9.9,349,results\model_directory\fold_nbgfp_6xzf_sars_seed_7_model_4.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,8,-41.0,-11.1,410,results\model_directory\fold_nbgfp_6xzf_sars_seed_8_model_0.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,8,-46.0,-13.7,460,results\model_directory\fold_nbgfp_6xzf_sars_seed_8_model_1.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,8,-32.1,-11.6,321,results\model_directory\fold_nbgfp_6xzf_sars_seed_8_model_2.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,8,-56.0,-11.5,560,results\model_directory\fold_nbgfp_6xzf_sars_seed_8_model_3.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,8,-38.300000000000004,-11.5,383,results\model_directory\fold_nbgfp_6xzf_sars_seed_8_model_4.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,9,-36.0,-10.6,360,results\model_directory\fold_nbgfp_6xzf_sars_seed_9_model_0.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,9,-35.0,-10.5,350,results\model_directory\fold_nbgfp_6xzf_sars_seed_9_model_1.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,9,-41.7,-13.0,417,results\model_directory\fold_nbgfp_6xzf_sars_seed_9_model_2.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,9,-56.6,-12.3,566,results\model_directory\fold_nbgfp_6xzf_sars_seed_9_model_3.cif,1,False
nbgfp_6xzf_sars,nbgfp_6xzf,sars,9,-21.5,-9.3,215,results\model_directory\fold_nbgfp_6xzf_sars_seed_9_model_4.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,1,-63.0,-11.1,630,results\model_directory\fold_nblys_1mel_alb_seed_1_model_0.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,1,-54.5,-10.7,545,results\model_directory\fold_nblys_1mel_alb_seed_1_model_1.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,1,-72.7,-12.0,727,results\model_directory\fold_nblys_1mel_alb_seed_1_model_2.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,1,-64.5,-11.2,645,results\model_directory\fold_nblys_1mel_alb_seed_1_model_3.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,1,-70.0,-12.3,700,results\model_directory\fold_nblys_1mel_alb_seed_1_model_4.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,10,-79.30000000000001,-13.8,793,results\model_directory\fold_nblys_1mel_alb_seed_10_model_0.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,10,-60.1,-12.5,601,results\model_directory\fold_nblys_1mel_alb_seed_10_model_1.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,10,-53.7,-10.5,537,results\model_directory\fold_nblys_1mel_alb_seed_10_model_2.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,10,-28.8,-9.1,288,results\model_directory\fold_nblys_1mel_alb_seed_10_model_3.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,10,-47.300000000000004,-9.1,473,results\model_directory\fold_nblys_1mel_alb_seed_10_model_4.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,2,-77.10000000000001,-12.2,771,results\model_directory\fold_nblys_1mel_alb_seed_2_model_0.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,2,-67.60000000000001,-12.3,676,results\model_directory\fold_nblys_1mel_alb_seed_2_model_1.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,2,-69.3,-11.7,693,results\model_directory\fold_nblys_1mel_alb_seed_2_model_2.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,2,-63.7,-11.2,637,results\model_directory\fold_nblys_1mel_alb_seed_2_model_3.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,2,-57.5,-10.5,575,results\model_directory\fold_nblys_1mel_alb_seed_2_model_4.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,3,-62.5,-11.4,625,results\model_directory\fold_nblys_1mel_alb_seed_3_model_0.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,3,-82.10000000000001,-13.5,821,results\model_directory\fold_nblys_1mel_alb_seed_3_model_1.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,3,-46.900000000000006,-9.8,469,results\model_directory\fold_nblys_1mel_alb_seed_3_model_2.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,3,-64.5,-12.1,645,results\model_directory\fold_nblys_1mel_alb_seed_3_model_3.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,3,-62.400000000000006,-10.3,624,results\model_directory\fold_nblys_1mel_alb_seed_3_model_4.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,4,-79.0,-12.9,790,results\model_directory\fold_nblys_1mel_alb_seed_4_model_0.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,4,-66.7,-11.7,667,results\model_directory\fold_nblys_1mel_alb_seed_4_model_1.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,4,-57.400000000000006,-11.1,574,results\model_directory\fold_nblys_1mel_alb_seed_4_model_2.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,4,-66.60000000000001,-11.9,666,results\model_directory\fold_nblys_1mel_alb_seed_4_model_3.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,4,-17.400000000000002,-7.8,174,results\model_directory\fold_nblys_1mel_alb_seed_4_model_4.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,5,-69.2,-12.3,692,results\model_directory\fold_nblys_1mel_alb_seed_5_model_0.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,5,-45.5,-9.5,455,results\model_directory\fold_nblys_1mel_alb_seed_5_model_1.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,5,-37.4,-10.0,374,results\model_directory\fold_nblys_1mel_alb_seed_5_model_2.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,5,-43.6,-8.7,436,results\model_directory\fold_nblys_1mel_alb_seed_5_model_3.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,5,-31.5,-8.0,315,results\model_directory\fold_nblys_1mel_alb_seed_5_model_4.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,6,-69.0,-11.4,690,results\model_directory\fold_nblys_1mel_alb_seed_6_model_0.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,6,-68.60000000000001,-11.3,686,results\model_directory\fold_nblys_1mel_alb_seed_6_model_1.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,6,-61.900000000000006,-10.7,619,results\model_directory\fold_nblys_1mel_alb_seed_6_model_2.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,6,-60.6,-10.9,606,results\model_directory\fold_nblys_1mel_alb_seed_6_model_3.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,6,-98.60000000000001,-13.7,986,results\model_directory\fold_nblys_1mel_alb_seed_6_model_4.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,7,-72.9,-12.0,729,results\model_directory\fold_nblys_1mel_alb_seed_7_model_0.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,7,-49.5,-10.1,495,results\model_directory\fold_nblys_1mel_alb_seed_7_model_1.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,7,-44.5,-9.5,445,results\model_directory\fold_nblys_1mel_alb_seed_7_model_2.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,7,-77.9,-12.2,779,results\model_directory\fold_nblys_1mel_alb_seed_7_model_3.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,7,-14.100000000000001,-6.5,141,results\model_directory\fold_nblys_1mel_alb_seed_7_model_4.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,8,-76.3,-12.2,763,results\model_directory\fold_nblys_1mel_alb_seed_8_model_0.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,8,-51.1,-9.6,511,results\model_directory\fold_nblys_1mel_alb_seed_8_model_1.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,8,-81.5,-12.1,815,results\model_directory\fold_nblys_1mel_alb_seed_8_model_2.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,8,-64.60000000000001,-11.1,646,results\model_directory\fold_nblys_1mel_alb_seed_8_model_3.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,8,-192.8,-21.2,1928,results\model_directory\fold_nblys_1mel_alb_seed_8_model_4.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,9,-64.3,-11.6,643,results\model_directory\fold_nblys_1mel_alb_seed_9_model_0.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,9,-67.5,-10.9,675,results\model_directory\fold_nblys_1mel_alb_seed_9_model_1.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,9,-58.6,-10.3,586,results\model_directory\fold_nblys_1mel_alb_seed_9_model_2.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,9,-101.9,-11.7,1019,results\model_directory\fold_nblys_1mel_alb_seed_9_model_3.cif,1,False
nblys_1mel_alb,nblys_1mel,alb,9,-54.1,-11.7,541,results\model_directory\fold_nblys_1mel_alb_seed_9_model_4.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,1,-39.400000000000006,-10.9,394,results\model_directory\fold_nblys_1mel_gfp_seed_1_model_0.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,1,-35.5,-9.3,355,results\model_directory\fold_nblys_1mel_gfp_seed_1_model_1.cif,1,False
